Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sales,Sub-Category,Quantity,Discount,Profit
Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Office Supplies,28.352,Paper,1,0.2,9.5688
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,40.784,Chairs,1,0.2,4.5882
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,105.96,Appliances,4,0,29.6688
Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,166.44,Paper,3,0,79.8912
Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Furniture,785.88,Chairs,6,0,212.1876
Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,26.2,Paper,2,0,12.838
Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,1325.85,Storage,5,0,238.653
Same Day,Consumer,United States,San Diego,California,92024,West,Office Supplies,166.44,Paper,3,0,79.8912
Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,8.76,Art,5,0.2,0.7665
Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,43.584,Appliances,1,0.2,4.3584
Same Day,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,11.088,Binders,7,0.7,-8.1312
Same Day,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,25.164,Binders,2,0.7,-16.776
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,14.4,Binders,5,0,7.056
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,619.95,Accessories,5,0,111.591
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,89.52,Binders,4,0,42.0744
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,350.973,Machines,3,0.1,152.0883
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,164.99,Phones,1,0,49.497
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,312.552,Binders,9,0.2,101.5794
Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,95.952,Envelopes,3,0.2,29.985
Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,3.204,Binders,2,0.7,-2.4564
First Class,Consumer,United States,Peoria,Illinois,61604,Central,Office Supplies,3.98,Binders,5,0.8,-6.567
First Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,15.7,Paper,5,0,7.065
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,5.248,Art,4,0.2,1.64
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,5.346,Binders,3,0.7,-4.455
Standard Class,Consumer,United States,Englewood,Colorado,80112,West,Office Supplies,15.48,Paper,3,0.2,5.6115
Standard Class,Consumer,United States,Englewood,Colorado,80112,West,Technology,108.576,Phones,3,0.2,8.1432
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,109.9,Furnishings,5,0,37.366
Standard Class,Consumer,United States,Hialeah,Florida,33012,South,Furniture,15.384,Furnishings,1,0.2,4.0383
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,30.352,Paper,2,0.2,10.6232
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,821.3,Machines,4,0.5,-16.426
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,22638.48,Machines,6,0.5,-1811.0784
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,21.376,Paper,4,0.2,7.4816
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,8.016,Art,3,0.2,1.002
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,30.768,Furnishings,2,0.2,8.0766
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,18.936,Fasteners,3,0.2,5.9175
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,122.352,Furnishings,3,0.2,15.294
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,116.28,Paper,3,0,56.9772
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,132.6,Accessories,6,0,17.238
Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,16.68,Supplies,2,0,4.3368
Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,19.44,Paper,3,0,9.3312
Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,192.16,Paper,4,0,92.2368
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,227.36,Furnishings,7,0,81.8496
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,1919.976,Machines,3,0.2,215.9973
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,12.828,Binders,2,0.7,-8.9796
First Class,Corporate,United States,Lakewood,Ohio,44107,East,Furniture,45.888,Furnishings,4,0.2,9.1776
Second Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,60.12,Art,9,0,22.2444
Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Technology,302.376,Phones,3,0.2,37.797
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,13.9,Art,5,0,5.56
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,129.98,Phones,2,0,62.3904
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Technology,71.98,Accessories,2,0,15.1158
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,377.97,Phones,3,0,109.6113
Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Office Supplies,124.36,Storage,2,0,33.5772
Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,23.976,Furnishings,3,0.6,-14.3856
Second Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,8.376,Fasteners,3,0.2,2.7222
Second Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,58.24,Appliances,5,0.2,5.096
Second Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,81.2,Storage,5,0,12.18
Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,14.45,Labels,5,0,6.7915
Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,95.648,Binders,2,0.2,31.0856
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,359.97,Phones,5,0.4,-71.994
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,350.352,Tables,4,0.4,-140.1408
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,1.641,Binders,1,0.7,-1.3128
First Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,629.958,Phones,7,0.4,94.4937
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,6.63,Art,3,0,1.7901
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,799.96,Accessories,4,0,343.9828
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,107.53,Furnishings,1,0,21.506
Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Technology,73.98,Phones,2,0,19.9746
Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Office Supplies,5.58,Art,1,0,2.1762
Second Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Office Supplies,49.12,Paper,4,0,23.0864
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,377.97,Phones,3,0,94.4925
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,42.28,Paper,7,0,19.8716
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,299.97,Bookcases,3,0,56.9943
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,89.98,Phones,2,0,43.1904
First Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,477.24,Supplies,4,0,9.5448
First Class,Corporate,United States,Hoover,Alabama,35244,South,Technology,25.98,Accessories,2,0,1.5588
Second Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,46.72,Envelopes,5,0.2,17.52
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,35.34,Furnishings,2,0,13.4292
Second Class,Corporate,United States,San Francisco,California,94122,West,Furniture,257.64,Furnishings,6,0,100.4796
Second Class,Corporate,United States,San Francisco,California,94122,West,Technology,125.976,Phones,3,0.2,47.241
Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,79.992,Accessories,1,0.2,21.9978
Standard Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,700.056,Tables,3,0.3,-130.0104
Standard Class,Home Office,United States,Frisco,Texas,75034,Central,Technology,27.168,Accessories,4,0.2,-1.3584
Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,8.226,Binders,3,0.7,-6.0324
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,585.552,Chairs,3,0.2,73.194
Second Class,Consumer,United States,Vacaville,California,95687,West,Office Supplies,423.28,Storage,11,0,110.0528
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,225.296,Chairs,2,0.2,22.5296
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,5.56,Art,2,0,2.224
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,323.37,Accessories,3,0,129.348
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,783.96,Phones,5,0.2,68.5965
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,1447.65,Appliances,5,0,419.8185
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,11.96,Paper,2,0,5.8604
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,239.97,Accessories,3,0,71.991
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,76.92,Furnishings,4,0,31.5372
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,481.32,Storage,4,0,125.1432
First Class,Home Office,United States,Murray,Utah,84107,West,Office Supplies,48.4,Paper,5,0,23.232
First Class,Home Office,United States,San Francisco,California,94110,West,Technology,0.99,Accessories,1,0,0.4356
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,101.84,Binders,5,0.2,36.917
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,10.332,Binders,3,0.7,-7.5768
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,31.155,Binders,5,0.7,-23.8855
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,8.928,Storage,2,0.2,0.6696
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,34.384,Appliances,1,0.2,3.8682
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,1924.16,Appliances,8,0.2,312.676
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,32.192,Appliances,2,0.8,-80.48
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,50.12,Accessories,7,0.2,-0.6265
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,47.976,Accessories,3,0.2,1.7991
Standard Class,Consumer,United States,Waukesha,Wisconsin,53186,Central,Office Supplies,54.5,Storage,5,0,14.17
First Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,19.104,Furnishings,3,0.2,5.7312
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,49.44,Binders,3,0,24.2256
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,10.368,Paper,2,0.2,3.6288
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,154.44,Storage,3,0,1.5444
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,60.984,Appliances,7,0.2,4.5738
Second Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,195.466,Bookcases,2,0.15,-13.7976
Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Furniture,23.68,Furnishings,8,0.2,6.216
Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Technology,2.376,Accessories,3,0.2,0.7425
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,59.2,Labels,4,0,29.6
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,22,Art,10,0,9.68
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,257.98,Phones,2,0,74.8142
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,23.988,Phones,2,0.4,-15.992
Standard Class,Corporate,United States,Troy,Ohio,45373,East,Technology,23.976,Phones,4,0.4,-15.5844
First Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,601.536,Chairs,4,0.2,0
First Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,7.9,Fasteners,2,0,2.528
Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,58.36,Furnishings,5,0.6,-24.803
Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,16.464,Art,7,0.2,1.4406
Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,39.96,Furnishings,5,0.6,-23.976
First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,25.96,Appliances,2,0,7.5284
First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,36.27,Appliances,3,0,10.881
First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,6.48,Paper,1,0,3.1104
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Technology,1075.088,Phones,14,0.2,94.0702
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Technology,438.368,Phones,4,0.2,38.3572
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Office Supplies,18.088,Binders,7,0.2,6.5569
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Furniture,308.499,Bookcases,3,0.15,-18.147
Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,13.36,Art,4,0,4.1416
Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,39.96,Paper,2,0,18.7812
Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,145.85,Binders,5,0,70.008
First Class,Corporate,United States,Miami,Florida,33180,South,Technology,783.96,Phones,5,0.2,78.396
First Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,7.88,Art,1,0.2,1.773
Standard Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Furniture,41.37,Furnishings,3,0,17.3754
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,12.84,Paper,3,0,5.778
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,25.68,Paper,6,0,11.556
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,47.516,Chairs,2,0.3,-2.0364
